FRENCH_DOMTOM
Français Guadeloupe (971)
Français Guyane (973)
Français La Réunion (974)
Français Martinique (972)
Français Mayotte (976)
Français Metropole
Français Nouvelle-Calédonie (988)
Français Polynésie Française (987)
Français Saint-Martin (978)
Français Saint-Pierre-et-Miquelon (975)
Français Wallis et Futuna (986)
Français Saint-Barthélemy (977)
